run_id,market_id,market_name,fingerprint_available,fingerprint_tier,fingerprint_red_flag,fingerprint_bonus,matched_wallets,matched_stake_usd,matched_outcome,candidate_wallets,window_trade_usd,window_start_utc,window_end_utc,fingerprint_reason
20260926T121643Z,629325,Will the Republicans win the Florida governor race in 2026?,True,none,False,0.0,0,0.0,,0,11188.17,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629311,Will the Democrats win the Connecticut governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,635007,Will Edna DeVries win the 2026 Alaska governor election?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,635008,Will Matt Heilala win the 2026 Alaska governor election?,True,none,False,0.0,0,0.0,,0,653.44,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,635009,Will Shelley Hughes win the 2026 Alaska governor election?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,630989,Will the Democrats win the West Virginia Senate race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,630990,Will the Republicans win the West Virginia Senate race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631002,Will the Democrats win the Wyoming Senate race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631003,Will the Republicans win the Wyoming Senate race in 2026?,True,none,False,0.0,0,0.0,,0,2068.04,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631017,Will the Democrats win the Mississippi Senate race in 2026?,True,none,False,0.0,0,0.0,,0,8586.3,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631018,Will the Republicans win the Mississippi Senate race in 2026?,True,none,False,0.0,0,0.0,,0,16039.32,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631030,Will the Democrats win the Oklahoma Senate race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631031,Will the Republicans win the Oklahoma Senate race in 2026?,True,none,False,0.0,0,0.0,,0,4734.28,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629734,Will the Republicans win the Wyoming governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631045,Will the Republicans win the Florida Senate race in 2026?,True,none,False,0.0,0,0.0,,0,5311.92,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631057,Will the Democrats win the Ohio Senate race in 2026?,True,none,False,0.0,0,0.0,,0,68869.28,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,631058,Will the Republicans win the Ohio Senate race in 2026?,True,none,False,0.0,0,0.0,,0,61892.48,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
